Store,Name,Store Status,Address,City,State,Zip Code,Store Address,Report Date
3894,Smokin' Joe's #6 Tobacco and Liquor Outlet,I,1404  1ST AVE NE,Cedar Rapids,IA,52402,"1404 1ST AVE NE
Cedar Rapids, IA 52402
(41.987238, -91.653781)",10/01/2016
3896,Smokin' Joe's #18 Tobacco and Liquor Outlet,A,1901 Broadway St,Iowa City,IA,52240,"1901 Broadway St
Iowa City, IA 52240
(41.641292, -91.520353)",10/01/2016
3899,Wal-Mart 3762 / WDM,A,6365 Stagecoach Dr,West Des Moines,IA,50266,"6365 Stagecoach Dr
West Des Moines, IA 50266
(41.559117, -93.79515)",10/01/2016
3901,Target Store T-0878 / Fort Dodge,A,2910  1 Ave S,Fort Dodge,IA,50501,"2910 1 Ave S
Fort Dodge, IA 50501
(42.505335, -94.157366)",10/01/2016
3907,Smokin' Joe's #16 Tobacco and Liquor Outlet,A,1504 Park Ave,Muscatine,IA,52761,"1504 Park Ave
Muscatine, IA 52761
(41.442458, -91.030569)",10/01/2016
3908,County Market #214 / Fort Madison,I,11802 Avenue H,Fort Madison,IA,52627,"11802 Avenue H
Fort Madison, IA 52627
",10/01/2016
3909,D And S Grocery,A,104 SE  A St,Melcher-dallas,IA,50163,"104 SE A St
Melcher-dallas, IA 50163
(41.222471, -93.241634)",10/01/2016
3910,Riverside Casino And Resort,A,3184 Highway 22,Riverside,IA,52327,"3184 Highway 22
Riverside, IA 52327
(41.496305, -91.525607)",10/01/2016
3912,Smokin' Joe's #14 Tobacco and Liquor Outlet,A,225 Edgewood Rd,Cedar Rapids,IA,52405,"225 Edgewood Rd
Cedar Rapids, IA 52405
(41.973736, -91.715944)",10/01/2016
3916,Smokin' Joe's #5 Tobacco and Liquor Outlet,A,1115 Albia Rd,Ottumwa,IA,52501,"1115 Albia Rd
Ottumwa, IA 52501
(41.009334, -92.437188)",10/01/2016
3917,Smokin' Joe's #2 Tobacco and Liquor Outlet,A,1606 W Locust St,Davenport,IA,52804,"1606 W Locust St
Davenport, IA 52804
(41.538254, -90.599037)",10/01/2016
3918,Smokin' Joe's #1 Tobacco and Liquor Outlet,A,3120 Rockingham Rd,Davenport,IA,52802,"3120 Rockingham Rd
Davenport, IA 52802
(41.510082, -90.621541)",10/01/2016
3920,Smokin' Joe's #11 Tobacco and Liquor Outlet,A,1606 Camanche Ave,Clinton,IA,52732,"1606 Camanche Ave
Clinton, IA 52732
(41.827768, -90.204863)",10/01/2016
3926,Liquor Downtown / Iowa City,A,315 S Gilbert St,Iowa City,IA,52240,"315 S Gilbert St
Iowa City, IA 52240
(41.657654, -91.530181)",10/01/2016
3928,Smokin' Joe's #12 Tobacco and Liquor Outlet,A,465 Hwy 965 Unit G,North Liberty,IA,52317,"465 Hwy 965 Unit G
North Liberty, IA 52317
(41.739524, -91.60759)",10/01/2016
3930,Kuennen's Liquor Store,A,106 W Mains St Po Box 142,St Lucas,IA,52166,"106 W Mains St Po Box 142
St Lucas, IA 52166
(41.029027, -93.457515)",10/01/2016
3932,Main Street Spirits / Mapleton,A,311 Main St,Mapleton,IA,51034,"311 Main St
Mapleton, IA 51034
(42.165915, -95.79375)",10/01/2016
3934,Wal-Mart 1509 / Maquoketa,A,103 E Carlisle,Maquoketa,IA,52060,"103 E Carlisle
Maquoketa, IA 52060
(42.04869, -90.66292)",10/01/2016
3942,Twin Town Liquor,A,104 Highway 30 West,Toledo,IA,52342,"104 Highway 30 West
Toledo, IA 52342
(41.985883, -92.579235)",10/01/2016
3943,Good and Quick Co,A,519 Lincolnway,Nevada,IA,50201,"519 Lincolnway
Nevada, IA 50201
",10/01/2016
3944,Sam's Club 4973 / Dubuque,A,4400 Asbury Rd,Dubuque,IA,52002,"4400 Asbury Rd
Dubuque, IA 52002
(42.515282, -90.736175)",10/01/2016
3947,Seaton's Flag Foods,I,122 A EAST FRONT ST,Brooklyn,IA,52211,"122 A EAST FRONT ST
Brooklyn, IA 52211
(41.728699, -92.444377)",10/01/2016
3949,Wal-Mart 0751 / Pella,A,1650 Washington St,Pella,IA,50219,"1650 Washington St
Pella, IA 50219
(41.410379, -92.933676)",10/01/2016
3950,Hometown Foods / State Center,A,120 E Main St,State Center,IA,50247,"120 E Main St
State Center, IA 50247
(42.016845, -93.162349)",10/01/2016
3952,Lot-A-Spirits,A,3780 State St,Bettendorf,IA,52722,"3780 State St
Bettendorf, IA 52722
(41.529655, -90.48065)",10/01/2016
3957,Karl's Grocery Store,A,101 West Madison,Edgewood,IA,52042,"101 West Madison
Edgewood, IA 52042
(42.64539, -91.401487)",10/01/2016
3959,Hartig Drug Company #8 / University / Dubuque,A,1600 University Ave,Dubuque,IA,52001,"1600 University Ave
Dubuque, IA 52001
(42.49833, -90.687636)",10/01/2016
3963,Tobacco Hut #14 / Council Bluffs,A,1925 W Broadway,Council Bluffs,IA,51501,"1925 W Broadway
Council Bluffs, IA 51501
(41.261866, -95.873074)",10/01/2016
3964,Sioux Food Center of Sioux Rapids,A,621 Hwy 71,Sioux Rapids,IA,50585,"621 Hwy 71
Sioux Rapids, IA 50585
(42.88888, -95.152671)",10/01/2016
3968,Monroe Liquor,A,105 W Sherman Po Bx 1023,Monroe,IA,50170,"105 W Sherman Po Bx 1023
Monroe, IA 50170
(41.517257, -93.103463)",10/01/2016
3970,"The Liquor Cabinet, Inc.",I,"835 6 ST, STE 1",Nevada,IA,50201,"835 6 ST, STE 1
Nevada, IA 50201
(42.019292, -93.452277)",10/01/2016
3972,Hometown Foods / Hubbard,A,210 Maple St Box 295,Hubbard,IA,50122,"210 Maple St Box 295
Hubbard, IA 50122
",10/01/2016
3973,Mmdg Spirits / Ames,A,126a Welch Ave,Ames,IA,50014,"126a Welch Ave
Ames, IA 50014
(42.021789, -93.650131)",10/01/2016
3980,Wal-Mart 1721 / Iowa City,A,919 Hwy 1 West,Iowa City,IA,52246,"919 Hwy 1 West
Iowa City, IA 52246
(41.646447, -91.552665)",10/01/2016
3981,Wal-Mart 1152 / Sioux Center,A,255 16th St SW,Sioux Center,IA,51250,"255 16th St SW
Sioux Center, IA 51250
(43.060881, -96.179835)",10/01/2016
3986,Siouxland Beverage,A,1203 5 St,Sioux City,IA,51101,"1203 5 St
Sioux City, IA 51101
(42.495324, -96.394671)",10/01/2016
3987,Wine and Spirits Shoppe Of,A,111 S Phillips St,Algona,IA,50511,"111 S Phillips St
Algona, IA 50511
(43.068032, -94.226874)",10/01/2016
3989,Liquor On The Corner / Cherokee,A,300 E Main St,Cherokee,IA,51012,"300 E Main St
Cherokee, IA 51012
(42.749589, -95.547068)",10/01/2016
3990,Cork and Bottle / Oskaloosa,A,309 A Ave West,Oskaloosa,IA,52577,"309 A Ave West
Oskaloosa, IA 52577
(41.296228, -92.648153)",10/01/2016
3993,New Star Liquor / W 4th S / Waterloo,A,1625 West 4th St,Waterloo,IA,50701,"1625 West 4th St
Waterloo, IA 50701
(42.484388, -92.356413)",10/01/2016
3995,Barmuda Distribution,A,6027 University Ave Ste 100,Cedar Falls,IA,50613,"6027 University Ave Ste 100
Cedar Falls, IA 50613
(42.512768, -92.430423)",10/01/2016
3997,Wal-Mart 4606 / Osceola,A,2400 College Dr,Osceola,IA,50213,"2400 College Dr
Osceola, IA 50213
(41.024657, -93.798363)",10/01/2016
4000,Foodland Super Markets / Woodbine,A,5th And Lincoln Way,Woodbine,IA,51579,"5th And Lincoln Way
Woodbine, IA 51579
(41.737038, -95.70303)",10/01/2016
4001,Wal-Mart 1787 / Carroll,A,2014 Kitty Hawk Ave,Carroll,IA,51401,"2014 Kitty Hawk Ave
Carroll, IA 51401
(42.081312, -94.893501)",10/01/2016
4004,Wal-Mart 4256 / Ames,A,534 S Duff Ave,Ames,IA,50010,"534 S Duff Ave
Ames, IA 50010
(42.017115, -93.610343)",10/01/2016
4006,Larchwood Offsale,A,913 Brown St Po Box 326,Larchwood,IA,51241,"913 Brown St Po Box 326
Larchwood, IA 51241
(43.453831, -96.434315)",10/01/2016
4008,Sioux Valley Spirits,I,116 E MAIN ST,Anthon,IA,51004,"116 E MAIN ST
Anthon, IA 51004
(42.388268, -95.867335)",10/01/2016
4010,Newman's Thriftway,A,900 S Locust St,Glenwood,IA,51534,"900 S Locust St
Glenwood, IA 51534
(41.038071, -95.746213)",10/01/2016
4011,Jim and Charlies Affiliated,A,121 North Clinton,Albia,IA,52531,"121 North Clinton
Albia, IA 52531
(41.028644, -92.808389)",10/01/2016
4013,Wal-Mart 0841 / Tipton,A,1126 Highway 38 North,Tipton,IA,52772,"1126 Highway 38 North
Tipton, IA 52772
(41.789673, -91.127502)",10/01/2016
4014,Wal-Mart 1732 / Denison,A,510 C Ave,Denison,IA,51442,"510 C Ave
Denison, IA 51442
(42.024768, -95.370676)",10/01/2016
4015,Wal-Mart 0749 / Ames,A,3015 Grand Ave,Ames,IA,50010,"3015 Grand Ave
Ames, IA 50010
(42.052321, -93.620682)",10/01/2016
4016,Hometown Foods / Conrad,A,119 N Main St Po Box 296,Conrad,IA,50621,"119 N Main St Po Box 296
Conrad, IA 50621
(42.225148, -92.874589)",10/01/2016
4018,Hometown Foods / Gladbrook,A,310 Second St Po Box 249,Gladbrook,IA,50635,"310 Second St Po Box 249
Gladbrook, IA 50635
(42.187653, -92.716422)",10/01/2016
4019,Wal-Mart 1506 / Manchester,A,1220 West Main,Manchester,IA,52057,"1220 West Main
Manchester, IA 52057
(42.48383, -91.478778)",10/01/2016
4021,Wal-Mart 0985 / Fairfield,A,2701 W Burlington Ave,Fairfield,IA,52556,"2701 W Burlington Ave
Fairfield, IA 52556
(41.006375, -91.993721)",10/01/2016
4023,Wal-Mart 1389 / Boone,A,1515 SE Marshall St,Boone,IA,50036,"1515 SE Marshall St
Boone, IA 50036
(42.035099, -93.87078)",10/01/2016
4024,Wal-Mart 1546 / Iowa Falls,A,840 S Oak,Iowa Falls,IA,50126,"840 S Oak
Iowa Falls, IA 50126
(42.502975, -93.262437)",10/01/2016
4025,Karam Kaur Khasriya Llc,A,702 13th St,Belle Plaine,IA,52208,"702 13th St
Belle Plaine, IA 52208
(41.897052, -92.277759)",10/01/2016
4027,Wal-Mart 1621 / Centerville,A,23148 Hwy 5,Centerville,IA,52544,"23148 Hwy 5
Centerville, IA 52544
(40.708684, -92.867851)",10/01/2016
4034,Spice-n-ice,A,123 N Lawler St,Postville,IA,52162,"123 N Lawler St
Postville, IA 52162
(43.08605, -91.568372)",10/01/2016
4042,Lake Ohana Market / Mineola,A,23226 Centre Dr,Glenwood,IA,51534,"23226 Centre Dr
Glenwood, IA 51534
(41.130204, -95.742414)",10/01/2016
4046,J and K Market,A,113 W Vanburen,Centerville,IA,52544,"113 W Vanburen
Centerville, IA 52544
(40.734946, -92.874795)",10/01/2016
4051,Fareway Stores #639 / Maquoketa,A,110 Westgate Dr,Maquoketa,IA,52060,"110 Westgate Dr
Maquoketa, IA 52060
(42.068772, -90.680631)",10/01/2016
4056,Target Store T-0860 / West Burlington,A,525 S Gear Ave,West Burlington,IA,52655,"525 S Gear Ave
West Burlington, IA 52655
(40.820399, -91.169993)",10/01/2016
4057,Tequila's Liquor Store,A,1434 Des Moines St Ste 5,Des Moines,IA,50316,"1434 Des Moines St Ste 5
Des Moines, IA 50316
(41.594694, -93.59713)",10/01/2016
4062,H and A Mini Mart Corp,A,145 University Ave,Des Moines,IA,50314,"145 University Ave
Des Moines, IA 50314
(41.600419, -93.61947)",10/01/2016
4067,Freeman Foods,A,268 8th Ave,Wellman,IA,52356,"268 8th Ave
Wellman, IA 52356
(41.465008, -91.837922)",10/01/2016
4068,Sa Petro Mart,A,136  1ST ST,West Des Moines,IA,50265,"136 1ST ST
West Des Moines, IA 50265
(41.570743, -93.703344)",10/01/2016
4069,Fareway Stores #648 / Ottumwa,A,1325 Albia Rd,Ottumwa,IA,52501,"1325 Albia Rd
Ottumwa, IA 52501
(41.009334, -92.44027)",10/01/2016
4070,Grieder Beverage Depot,A,708  13th St,Belle Plaine,IA,52208,"708 13th St
Belle Plaine, IA 52208
(41.897054, -92.278)",10/01/2016
4073,"Uptown Liquor, Llc",A,306 Hwy 69 South,Forest City,IA,50436,"306 Hwy 69 South
Forest City, IA 50436
(43.261538, -93.633306)",10/01/2016
4077,Xo Food And Liquor,A,428 Franklin St,Waterloo,IA,50703,"428 Franklin St
Waterloo, IA 50703
(42.501665, -92.334739)",10/01/2016
4081,Harlan's Food Mart,A,306 Washington,Story City,IA,50248,"306 Washington
Story City, IA 50248
(42.185827, -93.599758)",10/01/2016
4083,Fareway Stores #909 / Ankeny,A,109 SE Oralabor Rd,Ankeny,IA,50021,"109 SE Oralabor Rd
Ankeny, IA 50021
(41.702811, -93.599496)",10/01/2016
4084,Fareway Stores #061 / Ankeny,A,3205 North Ankeny Blvd,Ankeny,IA,50023,"3205 North Ankeny Blvd
Ankeny, IA 50023
(41.757429, -93.600267)",10/01/2016
4085,Save More Foods / Waterloo,I,1975 Franklin St,Waterloo,IA,50703,"1975 Franklin St
Waterloo, IA 50703
(42.495394, -92.315218)",10/01/2016
4090,Mcelroy's Food Market,I,135 MADISON ST,Winthrop,IA,50682,"135 MADISON ST
Winthrop, IA 50682
(42.473031, -91.732493)",10/01/2016
4091,Fareway Stores #705 / Clear Lake,A,910 Hwy 18 W,Clear Lake,IA,50428,"910 Hwy 18 W
Clear Lake, IA 50428
(43.143817, -93.376737)",10/01/2016
4092,Fareway Stores #077 / Norwalk,A,1711 Sunset Dr,Norwalk,IA,50211,"1711 Sunset Dr
Norwalk, IA 50211
(41.483052, -93.675686)",10/01/2016
4097,Schleswig Foods And Spirits,A,108  2nd St,Schleswig,IA,51461,"108 2nd St
Schleswig, IA 51461
(42.165983, -95.436648)",10/01/2016
4098,Wal-Mart 1475 / Washington,A,2485 Hwy 92,Washington,IA,52353,"2485 Hwy 92
Washington, IA 52353
(41.296878, -91.661434)",10/01/2016
4102,Fareway Stores #386 / Ames,A,619 Burnett Ave,Ames,IA,50010,"619 Burnett Ave
Ames, IA 50010
(42.027426, -93.615428)",10/01/2016
4103,Fareway Stores #093 / Ames,A,3619 Stange Rd,Ames,IA,50010,"3619 Stange Rd
Ames, IA 50010
(42.057241, -93.645047)",10/01/2016
4104,Fareway Stores #491 / Mason City,A,400 North Delaware Ave,Mason City,IA,50401,"400 North Delaware Ave
Mason City, IA 50401
(43.155972, -93.199495)",10/01/2016
4105,Fareway Stores #426 / Nevada,A,1505 South B Ave,Nevada,IA,50201,"1505 South B Ave
Nevada, IA 50201
(42.009797, -93.439899)",10/01/2016
4106,Hartig Drug Co. / JFK Rd / Dubuque,A,2255 John F Kennedy Rd,Dubuque,IA,52002,"2255 John F Kennedy Rd
Dubuque, IA 52002
(42.511454, -90.720519)",10/01/2016
4107,Fareway Stores #384 / Boone,A,1711 Hawkeye Dr,Boone,IA,50036,"1711 Hawkeye Dr
Boone, IA 50036
(42.037347, -93.867439)",10/01/2016
4110,"Brothers Market, Inc.",A,706 Highway 57,Parkersburg,IA,50665,"706 Highway 57
Parkersburg, IA 50665
(42.570347, -92.783533)",10/01/2016
4112,Corridor Ventures,I,618 MEADE DR,North Liberty,IA,52317,"618 MEADE DR
North Liberty, IA 52317
(41.752451, -91.608725)",10/01/2016
4114,After 5 Somewhere,A,704 W 7th St Po Box 372,Atlantic,IA,50022,"704 W 7th St Po Box 372
Atlantic, IA 50022
(41.40407, -95.023583)",10/01/2016
4116,Lake View Foods,A,223 Main St,Lake View,IA,51450,"223 Main St
Lake View, IA 51450
(42.305275, -95.051692)",10/01/2016
4118,Lake View Redemption Center,A,502 5th Street,Lake View,IA,51450,"502 5th Street
Lake View, IA 51450
(42.307764, -95.051539)",10/01/2016
4119,Target Store T-2526 / Cedar Falls,A,214 VIKING PLAZA DR,Cedar Falls,IA,50613,"214 VIKING PLAZA DR
Cedar Falls, IA 50613
(42.480862, -92.443134)",10/01/2016
4125,Wapello Jack and Jill,A,503 Hwy 61 South,Wapello,IA,52653,"503 Hwy 61 South
Wapello, IA 52653
(41.173227, -91.189027)",10/01/2016
4126,Sam's Mainstreet Market / Solon,A,123 E Main St,Solon,IA,52333,"123 E Main St
Solon, IA 52333
(41.807199, -91.494611)",10/01/2016
4129,Cyclone Liquors,A,626 Lincoln Way,Ames,IA,50010,"626 Lincoln Way
Ames, IA 50010
(42.022854, -93.618911)",10/01/2016
4130,"Boyd Grocery, Inc.",A,20611 Hwy 1 N,Keosauqua,IA,52565,"20611 Hwy 1 N
Keosauqua, IA 52565
(40.724513, -91.955223)",10/01/2016
4131,Fareway Stores #933 / Urbandale,A,8450 Meredith Dr,Urbandale,IA,50322,"8450 Meredith Dr
Urbandale, IA 50322
(41.643829, -93.734308)",10/01/2016
4132,Camanche Food Pride,A,908 7th Ave,Camanche,IA,52730,"908 7th Ave
Camanche, IA 52730
(41.78845, -90.257282)",10/01/2016
4133,Mccoy's 1447,A,1447  2nd St,Webster City,IA,50595,"1447 2nd St
Webster City, IA 50595
(42.469614, -93.839969)",10/01/2016
4134,Pleasantville Grocery,A,105 W Monroe St,Pleasantville,IA,50225,"105 W Monroe St
Pleasantville, IA 50225
",10/01/2016
4135,Fareway Stores #925 / Altoona,A,620 SE 8th St,Altoona,IA,50009,"620 SE 8th St
Altoona, IA 50009
(41.644082, -93.458606)",10/01/2016
4136,Fareway Stores #983 / Grimes,A,351 Gateway Dr,Grimes,IA,50111,"351 Gateway Dr
Grimes, IA 50111
(41.685967, -93.779674)",10/01/2016
4137,Fareway Stores #989 / Waukee,A,200 SE Laurel St,Waukee,IA,50263,"200 SE Laurel St
Waukee, IA 50263
(41.614033, -93.86786)",10/01/2016
4138,Fareway Stores #657 / Indianola,A,1309 W 2nd,Indianola,IA,50125,"1309 W 2nd
Indianola, IA 50125
(41.356621, -93.579189)",10/01/2016
4140,Fareway Stores #900 / Euclid,A,100 Euclid Ave,Des Moines,IA,50313,"100 Euclid Ave
Des Moines, IA 50313
(41.627684, -93.618724)",10/01/2016
4141,Fareway Stores #975 / SE 22nd / DSM,A,3000 SE 22nd St,Des Moines,IA,50320,"3000 SE 22nd St
Des Moines, IA 50320
(41.556274, -93.57748)",10/01/2016
4143,Bucky's,A,603  E HWY 24,Lawler,IA,52154,"603 E HWY 24
Lawler, IA 52154
(43.06721, -92.14835)",10/01/2016
4146,Fareway Stores #561 / Waverly,A,220 W Bremer Ave,Waverly,IA,50677,"220 W Bremer Ave
Waverly, IA 50677
(42.725748, -92.473476)",10/01/2016
4147,Fareway Stores #974 / Cedar Falls,A,214 N Magnolia Dr,Cedar Falls,IA,50613,"214 N Magnolia Dr
Cedar Falls, IA 50613
(42.53898, -92.474703)",10/01/2016
4148,Fareway Stores #479 / Independence,A,1400 3rd Ave SE,Independence,IA,50644,"1400 3rd Ave SE
Independence, IA 50644
(42.455804, -91.890284)",10/01/2016
4149,Fareway Stores #015 / Denison,A,609 Arrowhead Dr,Denison,IA,51442,"609 Arrowhead Dr
Denison, IA 51442
(42.024358, -95.371931)",10/01/2016
4150,Fareway Stores #951 / Waterloo,A,40  W San Marnan,Waterloo,IA,50701,"40 W San Marnan
Waterloo, IA 50701
(42.457636, -92.358191)",10/01/2016
4151,King Star,A,127 Jefferson St,Waterloo,IA,50701,"127 Jefferson St
Waterloo, IA 50701
(42.497331, -92.345207)",10/01/2016
4152,Food Land Super Markets / Missouri Valey,A,407 W HURON,Missouri Valley,IA,51555,"407 W HURON
Missouri Valley, IA 51555
(41.557404, -95.899346)",10/01/2016
4153,Fareway Stores #067 / Evansdale,A,215 S Evans Rd,Evansdale,IA,50707,"215 S Evans Rd
Evansdale, IA 50707
(42.475631, -92.287834)",10/01/2016
4154,Fareway Stores #055 / Hiawatha,A,885 Miller Rd,Hiawatha,IA,52233,"885 Miller Rd
Hiawatha, IA 52233
(42.046309, -91.702217)",10/01/2016
4155,Fareway Stores #949 / Marion,A,3300 10th Ave,Marion,IA,52302,"3300 10th Ave
Marion, IA 52302
(42.036023, -91.57652)",10/01/2016
4156,Fareway Stores #412 / Oelwein,A,102  2nd Ave SE,Oelwein,IA,50662,"102 2nd Ave SE
Oelwein, IA 50662
(42.6755, -91.910525)",10/01/2016
4157,Fareway Stores #993 / North Liberty,A,615 Westwood Dr   P.o Box 96,North Liberty,IA,52317,"615 Westwood Dr P.o Box 96
North Liberty, IA 52317
(41.741097, -91.608385)",10/01/2016
4158,Fareway Stores #409 / Carroll,A,709 Monterey Dr,Carroll,IA,51401,"709 Monterey Dr
Carroll, IA 51401
(42.065252, -94.850616)",10/01/2016
4159,Fareway Stores #073 / Council Bluffs,A,310 Mckenzie Ave,Council Bluffs,IA,51503,"310 Mckenzie Ave
Council Bluffs, IA 51503
(41.280133, -95.817997)",10/01/2016
4160,Fareway Stores #034 / Iowa City,A,2765 Commerce Dr,Iowa City,IA,52240,"2765 Commerce Dr
Iowa City, IA 52240
(41.629591, -91.480431)",10/01/2016
4161,Fareway Stores #950 / Iowa City,A,2530 Westwinds Dr,Iowa City,IA,52246,"2530 Westwinds Dr
Iowa City, IA 52246
(41.650797, -91.575776)",10/01/2016
4162,Fareway Stores #963 / Cedar Rapids,A,4220  16th Ave SW,Cedar Rapids,IA,52404,"4220 16th Ave SW
Cedar Rapids, IA 52404
(41.963791, -91.726725)",10/01/2016
4163,Fareway Stores #461 / Storm Lake,A,731 Seneca St,Storm Lake,IA,50588,"731 Seneca St
Storm Lake, IA 50588
(42.646379, -95.196856)",10/01/2016
4164,Expo Mart / Bettendorf,A,1810 State St,Bettendorf,IA,52722,"1810 State St
Bettendorf, IA 52722
(41.525308, -90.506775)",10/01/2016
4165,I-35 Spirits / Ankeny,A,113 SE Delaware Ave Ste 101,Ankeny,IA,50023,"113 SE Delaware Ave Ste 101
Ankeny, IA 50023
(41.731416, -93.581093)",10/01/2016
4166,Jesup Food Center,A,1314  7th St,Jesup,IA,50648,"1314 7th St
Jesup, IA 50648
(42.469327, -92.062259)",10/01/2016
4167,"Iowa Street Market, Inc.",A,1256 Iowa St,Dubuque,IA,52001,"1256 Iowa St
Dubuque, IA 52001
(42.504959, -90.668138)",10/01/2016
4169,Super Quick 2 / Hubbell,A,1824 Hubbell Ave,Des Moines,IA,50317,"1824 Hubbell Ave
Des Moines, IA 50317
(41.595999, -93.586657)",10/01/2016
4170,Dewey's Jack and Jill,A,115 E Main St  Po Box 359,West Branch,IA,52358,"115 E Main St Po Box 359
West Branch, IA 52358
(41.671393, -91.345158)",10/01/2016
4171,"Brothers Market, Inc. / Cascade",A,105 SE Nixon St,Cascade,IA,52033,"105 SE Nixon St
Cascade, IA 52033
(42.3036, -90.993859)",10/01/2016
4172,Shamrock Spirits,A,1204 Water St Po Box 177,Alden,IA,50006,"1204 Water St Po Box 177
Alden, IA 50006
(42.520423, -93.376271)",10/01/2016
4173,L and K Liquor,A,132 North Main St Po Box 306,Paullina,IA,51046,"132 North Main St Po Box 306
Paullina, IA 51046
(42.981363, -95.687687)",10/01/2016
4176,Todds On The Go,A,235 Edgewood Rd NE,Cedar Rapids,IA,52405,"235 Edgewood Rd NE
Cedar Rapids, IA 52405
",10/01/2016
4177,"Good Luck, Inc.",A,806 W Main St,Le Grand,IA,50142,"806 W Main St
Le Grand, IA 50142
(42.006665, -92.784654)",10/01/2016
4180,Smokin' Joe's #10 Tobacco and Liquor Outlet,A,480 7th Ave,Marion,IA,52302,"480 7th Ave
Marion, IA 52302
(42.033308, -91.60546)",10/01/2016
4182,Fareway Stores #008 / Dyersville,A,1207  12th Ave SE,Dyersville,IA,52040,"1207 12th Ave SE
Dyersville, IA 52040
(42.475277, -91.11191)",10/01/2016
4183,Fareway Stores #589 / Decorah,A,103 E Main,Decorah,IA,52101,"103 E Main
Decorah, IA 52101
(43.303291, -91.785286)",10/01/2016
4184,Fareway Stores #998 / Muscatine,A,2100 Cedar Plaza Dr,Muscatine,IA,52761,"2100 Cedar Plaza Dr
Muscatine, IA 52761
(41.435379, -91.081924)",10/01/2016
4185,Fareway Stores #737 / Grinnell,A,727 West St,Grinnell,IA,50112,"727 West St
Grinnell, IA 50112
(41.741352, -92.727347)",10/01/2016
4186,H and A Mini Mart /BP,A,5901 FLEUR DR,Des Moines,IA,50321,"5901 FLEUR DR
Des Moines, IA 50321
(41.531145, -93.644946)",10/01/2016
4188,"Main St. Market, Inc.",I,882 Main St,Holy Cross,IA,52053,"882 Main St
Holy Cross, IA 52053
(42.600941, -90.995943)",10/01/2016
4189,Fareway Stores #594 / Manchester,A,109 East Marion St,Manchester,IA,52057,"109 East Marion St
Manchester, IA 52057
(42.48217, -91.457229)",10/01/2016
4190,Fareway Stores #888 / Jefferson,A,1207 N Elm St,Jefferson,IA,50129,"1207 N Elm St
Jefferson, IA 50129
(42.026833, -94.377667)",10/01/2016
4191,Fareway Stores #995 / Pella,A,2010 Washington St,Pella,IA,50219,"2010 Washington St
Pella, IA 50219
(41.412201, -92.941833)",10/01/2016
4192,Fareway Stores #044 / Bettendorf,A,3800 Belmont Rd,Bettendorf,IA,52722,"3800 Belmont Rd
Bettendorf, IA 52722
(41.556273, -90.480359)",10/01/2016
4193,Hartley Wine And Spirits,A,361  3rd St NW,Hartley,IA,51346,"361 3rd St NW
Hartley, IA 51346
(43.184879, -95.482214)",10/01/2016
4194,Fareway Stores #848 / Newton,A,120 N 3rd Ave E,Newton,IA,50208,"120 N 3rd Ave E
Newton, IA 50208
(41.701453, -93.052657)",10/01/2016
4195,Fareway Stores #792 / Toledo,A,1005 S County Line Rd,Toledo,IA,52342,"1005 S County Line Rd
Toledo, IA 52342
(41.983789, -92.581699)",10/01/2016
4196,Fareway Stores #987 / Davenport,A,1635 West 53rd St,Davenport,IA,52806,"1635 West 53rd St
Davenport, IA 52806
(41.574438, -90.598191)",10/01/2016
4197,Fareway Stores #014 / Sergeant Bluff,A,700  1st St,Sergeant Bluff,IA,51054,"700 1st St
Sergeant Bluff, IA 51054
(42.400504, -96.353078)",10/01/2016
4200,Fareway Stores #019 / Sioux City,A,4016 Indian Hills Dr,Sioux City,IA,51108,"4016 Indian Hills Dr
Sioux City, IA 51108
(42.538573, -96.37325)",10/01/2016
4201,Fareway Stores #022 / Sioux City,A,4040 War Eagle Dr,Sioux City,IA,51109,"4040 War Eagle Dr
Sioux City, IA 51109
(42.494946, -96.461938)",10/01/2016
4202,Fareway Stores #829 / Sioux City,A,4267 Sergeant Rd,Sioux City,IA,51106,"4267 Sergeant Rd
Sioux City, IA 51106
(42.449865, -96.354159)",10/01/2016
4203,Liquor and Tobacco Outlet /,A,620 W Bremer Ave,Waverly,IA,50677,"620 W Bremer Ave
Waverly, IA 50677
(42.725694, -92.47898)",10/01/2016
4204,Fareway Stores #025 / Clinton,A,1350 11th St NW,Clinton,IA,52733,"1350 11th St NW
Clinton, IA 52733
(41.860978, -90.211315)",10/01/2016
4205,Fareway Stores #467 / Marshalltown,A,102 West Anson St,Marshalltown,IA,50158,"102 West Anson St
Marshalltown, IA 50158
(42.038157, -92.914433)",10/01/2016
4209,Wal-Mart 5748 / Grimes,A,2150 East 1st St,Grimes,IA,50111,"2150 East 1st St
Grimes, IA 50111
(41.688318, -93.771309)",10/01/2016
4210,Sichanh Liquor Store,A,812 Flindt Dr,Storm Lake,IA,50588,"812 Flindt Dr
Storm Lake, IA 50588
(42.645782, -95.189151)",10/01/2016
4214,New Star Liquor / Lafayet / Waterloo,I,1309 Lafayette St,Waterloo,IA,50703,"1309 Lafayette St
Waterloo, IA 50703
(42.49408, -92.327154)",10/01/2016
4222,STATION MART LIQUOR AND TOBACCO,A,3594 Lafayette St,Evansdale,IA,50707,"3594 Lafayette St
Evansdale, IA 50707
",10/01/2016
